36661	50168
130314	11907
27935	41096
53868	23136
8146	700
44555	81616
141794	75029
6083	80645
17387	17698
16654	13227
58020	419
13356	9684
13356	42775
256434	54085
287	37983
12382	925
7067	813
51445	64971
27075	5744
50343	24123
151828	362
26015	16364
249013	1193
34323	26754
43198	21345
214716	787
91070	22218
49807	180
110689	958
29193	945
53203	1192
50503	19432
104627	145078
70202	29092
8132	21324
2228	7908
26289	11965
91070	35085
20640	9476
27483	399651
48133	8433
57056	564
54459	4797
216629	14950
17034	61132
107580	486
58953	9707
39802	549
134523	602
31945	12719
149253	34743
60486	72017
13356	27274
24973	85776
91513	22268
53545	64680
34654	15577
157966	161625
2228	4865
143004	974
252332	17697
36242	128646
182169	19178
193339	102886
248690	16055
48143	355
258663	1101
233025	8334
222643	13047
4919	13927
62083	15529
13530	449
47260	15930
117498	1101
40332	955
29921	9204
8388	51660
23050	51152
18179	1002
208163	1394
64175	6293
149253	15176
2358	7797
6360	15944
26958	13016
2337	61274
202998	39230
45606	44116
65514	523
86698	1476
18345	1157
45720	24001
208163	18253
6998	8224
27882	18151
2637	7680
2033	14327
236265	12458
29949	6897
21501	6087
13650	189
29020	1086
59284	19178
131041	26194
234704	8328
50246	1031
2228	14102
1363	845
146757	4815
43577	1231
137169	10965
34710	15193
84147	1157
179607	26289
62083	20023
287	3219
8108	3310
181644	57268
31106	4156
24672	15936
39836	33260
38261	51304
38272	24419
54949	1064
59977	640
255138	16683
6360	7792
55316	1201
120838	205
1035	4749
172212	133421
43127	12222
242978	46763
6083	39815
6886	21404
170	5575
82252	26577
24074	39242
219833	3184
6998	10782
62603	35623
210809	41141
63761	17675
71211	135754
12176	13341
26168	10383
143004	186
31322	4821
207123	1124
34710	4472
68370	82441
94175	11134
43905	68935
69549	52
24973	21324
54949	39242
13799	35260
12310	18222
57014	564
93642	17983
253922	12047
12215	122632
222469	1443163
40332	53814
219833	123456
181505	13307
39371	507
53109	17689
29020	17591
66858	21598
43477	10160
49774	27704
87167	130669
54393	99849
13298	136990
68370	24419
201683	33260
18568	6120
247092	1376
37934	6856
22239	31117
83311	143225
47683	51231
24973	42406
42406	21558
87557	69265
287	23374
156694	276983
29366	1066
118746	15189
30935	21397
59796	21547
49255	6120
231094	21677
57056	9870
118709	61285
105313	36580
68691	151381
19335	8832
229361	5622
208163	4705
25336	101591
48071	9460
40407	909
69614	29910
136058	10904
53938	29660
3517	917
149253	7859
58856	71745
66089	1036
9962	20969
178067	43225
43198	21345
188400	25295
6998	124164
91070	22218
45063	6375
205455	9464
200408	3421
14842	9892
202050	4556
86038	3201
65308	116552
53783	13589
27783	15599
57014	6793
59796	27315
245	12862
233597	15261
31035	82051
49702	2154515
1771	66081
188400	19178
62189	1360
53523	17835
78151	103535
149253	15176
29638	8510
11315	142
38456	15061
2337	19666
45534	161625
47859	21166
238527	9953
13383	6855
182169	26193
40407	16671
61583	82441
2443	15743
51445	37990
17238	82634
44699	7796
62736	20184
132803	4156
2033	14327
52977	841
149874	57281
23408	7796
252332	4376
17238	9209
111375	34618
208163	10282
121056	602
185251	624655
265965	200
23524	82328
14860	578
43136	33149
108537	5054
14141	17698
249065	11856
32257	22183
23634	6251
38456	175522
24672	11129
53489	22463
144261	181750
59796	124204
32791	65189
133970	371
9264	609
25425	1448
32552	4529
178067	17692
49161	30863
10675	4561
250033	34133
59796	21547
100409	21237
4730	8606
28031	86
149253	34743
73518	59059
71236	908
72	12222
237070	1268
91070	35085
105313	25118
147510	82051
31014	34618
55238	16020
49391	14828
36758	1092
45063	13093
116062	1292
37676	507
75708	18063
21380	564
34710	5779
62189	12215
98568	26754
101206	19778
117498	1101
30935	13519
263441	82051
21652	9209
13600	9684
61583	946
1586	79919
36865	12231
17238	192063
87042	531
1267	29079
29020	10814
68595	59804
76627	11362
225202	15743
53868	19782
125665	31517
236265	12700
17949	564216
21380	57674
103741	16675
29211	13897
180883	15501
146757	1050
90814	21861
59931	8115
32939	30381
29575	26324
26729	15420
11075	751
59867	25751
53430	2585
3793	17741
29832	700
241131	12118
256415	1152
1731	13547
2228	4615
59796	11998
59361	43817
59796	7920
86797	26199
2874	10256
44739	360
25336	3184
4697	1031
45533	27966
116631	6418
90814	1394
72170	11362
21380	1554
201683	17697
70202	76162
146485	1395
193073	449
17874	120475
20640	907
258663	102
11418	6906
69153	7542
556	6287
15247	114619
143004	51969
12246	3184
39279	23209
93379	833
13298	47030
11067	3347
135690	23258
51445	64971
62722	23014
112549	141
82146	11792
1002	16437
142669	3521
42283	5960
134677	31949
56771	13146
97426	316
40253	49624
92202	482
34654	80645
34887	11872
46494	110119
39105	6808
94014	13341
39619	47
211167	11846
2033	14327
54847	13145
48044	73254
49029	139117
670	17282
265904	140749
11367	75007
22658	5269
1416	9463
101206	64714
150863	17698
133970	41096
130314	11907
22982	12222
24915	75338
139818	5648
34323	8164
6998	114619
59283	408
15828	37983
47260	15930
14860	11872
152794	107629
51957	435580
171559	4156
238517	9209
193653	9436
6998	124164
39105	4797
12991	36438
80552	29816
2949	71745
85609	177
18345	16744
83935	49736
80552	29816
195588	845
42404	41961
106704	23976
52086	360
85579	37906
59396	21817
56535	102886
17034	61132
24506	6856
29921	2534
193079	9035
4646	131291
91102	2623
556	884
26273	19780
117498	1101
40253	1086
68496	26289
166053	5744
2228	46923
104634	1218
17238	82634
41376	13624
39371	472
59122	16126
3266	12636
9253	108420
60211	271
11135	8046
152794	773
20537	148562
200187	19700
30961	7455
63524	19808
257066	205
943	11055
80552	29816
34323	18167
15828	32765
66871	5515
79486	502393
21501	1109
175516	7656
75708	15351
178972	110119
24360	1066
13356	19518
8146	7723
48669	45373
23487	148156
58900	7796
18799	81254
102967	30907
73961	168590
8952	39242
63433	39242
21452	11635
117498	1101
81157	12833
86698	6995
99922	98702
13999	12927
23003	1143
61060	27817
17238	362400
8561	4840
96724	122862
29466	124204
20714	21291
2442	16119
55758	14117
24973	16811
61683	44441
171647	11930
1586	7796
230811	7723
82732	1395
25587	9934
251235	20836
49381	39072
39836	15743
138054	11881
24973	42406
87042	531
129977	8706
78151	103535
204573	35085
73127	30828
32880	2534
105313	12458
1513	10897
45533	13261
45533	27966
147677	114619
40536	11100
33862	31853
34460	9726
173942	22351
214716	575
233597	15261
31466	11884
850	808
163008	29422
181940	44192
51445	64971
14141	7332
20092	7455
204573	35085
17516	11112
8952	39242
1768	15351
1002	11954
42283	5960
31163	13459
133	80350
249013	20077
256434	54085
34461	16364
181940	108345
36138	31748
136058	899
77823	21476
67859	21598
6243	502393
748	10965
12991	132953
48197	4156
37676	507
251235	899
103693	4547
51957	31042
256434	54085
51957	64674
130681	162131
51445	64971
59122	13915
17734	3184
43734	151325
26015	12049
56139	86250
237785	131291
25039	15323
73774	13108
247274	79404
79452	7798
59283	75701
12215	3184
201683	8334
14543	1036
66456	6381
59796	12496
16602	10604
184856	16625
59284	13904
28946	13359
163156	11252
93634	4918
49029	139117
62792	67049
143429	9468
59284	21038
42667	11446
1106	15743
56620	26139
65514	57918
68798	15258
58686	45448
230376	1376
45533	14250
28102	14355
195669	21070
122968	13897
217394	30863
181644	13227
49255	449
59796	13146
16180	11214
51914	120475
1752	79908
220130	12493
850	23209
185460	172
66441	22261
49807	1035
56139	17316
54289	3201
10909	13396
34323	8164
2033	14327
59867	472
10469	10324
41751	23209
20640	9476
255138	47569
90175	2524
106704	21455
147338	19939
98314	4556
37946	6881
91102	6793
37391	75007
16915	21387
129680	928
82146	4815
133	27720
40199	8643
45533	11881
77823	3218
105154	12468
110949	12903
122968	57328
82146	25
86038	37842
55150	102886
122760	1473
185251	10800
24274	15009
55358	30828
39836	15743
19741	1501
108636	13446
45720	12875
50267	7796
14716	6856
240799	5553
53783	12991
168813	22261
22056	11882
60046	25
21380	14990
112676	13308
231094	6293
61583	7994
45720	1483
31466	12055
18151	42728
54405	41096
18151	11872
250505	44899
13880	167
88331	27966
68496	44065
37235	4556
206885	13073
240799	29471
117498	96751
72909	26200
181644	6222
213188	66081
144263	33471
74134	25353
58020	11806
82113	25
21380	1554
21380	13921
81824	37455
118709	1008
48637	16020
52589	20714
249013	16466
14141	4987
28031	123
93634	4918
38272	21291
48161	127512
17034	175904
58856	18253
250048	189579
51957	435580
81824	5991
2501	4156
2131	3205
186067	2133943
99922	166526
1106	7920
92420	123
48639	21598
28761	47569
149253	25864
143431	9780
49029	139117
109231	27025
55358	28039
195588	4532
46697	11147
37005	58494
30502	3575
76657	170700
50631	70970
266532	19182
21881	1492
54251	23258
51957	22351
61245	24319
66463	624655
199027	812
39302	17879
68155	1157
48083	12495
21380	11134
31466	382
15247	205
181644	1554
23264	278
1192	653
38058	33222
141204	20497
1834	12094
9803	4843
22335	28675
175516	12617
116062	813
98753	42775
25336	4853
204573	210
15206	6510
138360	28675
7860	4156
39105	316
288	9953
257034	10965
159682	110119
20423	21545
51445	1285202
87167	8115
88996	38353
47991	15693
163008	24518
1513	12568
24506	138
143429	57043
27184	2593
143004	8844
16474	13984
30961	51304
90580	12575
25336	4821
13999	12927
15492	1050
58774	31973
34323	8164
147899	278
76657	33743
184931	12833
25336	16504
103726	984
24436	1177
201445	25376
13383	25967
23687	726679
76627	176025
26970	33542
12314	151381
31943	95612
850	3184
1193	14494
48044	11872
58900	3449
52962	9263
68370	82441
44739	71070
230376	22366
24915	80406
27559	39324
62736	68216
31106	6120
229361	36707
68370	82441
100409	8713
32021	3266
5742	20077
20423	349
28880	30525
4787	27050
14838	5874
178972	21029
184856	5455
1319	47569
54488	29309
94175	39242
43127	12621
25321	23989
57056	10824
109481	1305
2448	75007
237785	17228
32447	1282
13480	69521
105154	21324
241131	12118
76791	10965
20640	18009
237512	53085
25321	16055
20714	27780
288	654
21389	8020
59122	106066
32738	61274
2874	9664
43905	494
43127	51152
49805	39230
249013	1129
101206	126154
37459	210037
72667	15139
62722	73222
26202	11954
80487	13016
50730	21395
107530	4734
78137	4987
224242	74450
29320	30863
169728	29422
260743	14196
68295	39261
2228	473
556	12493
59959	7203
181505	17675
51957	435580
198847	9264
11908	31133
32939	15146
58220	8046
37005	2561
144261	181750
74134	82254
11535	176425
32939	29670
57014	6793
48637	811401
198603	27994
22896	20622
21380	219928
26201	9497
83935	57328
39105	958
40536	1231
16255	8135
22259	39242
41875	25
83069	6578
219658	16254
51939	447
51957	435580
48071	20280
17238	362400
32744	1782104
29052	18177
35730	28127
50631	70970
36704	22366
181644	13227
34625	21324
25587	700
51445	64971
14287	804605
39302	449
4919	110941
12310	3266
13450	11902
2448	34591
48044	15323
96795	26256
73449	4461
44226	12374
208163	110119
40771	18222
50620	11998
135690	7095
51445	64971
22719	5918
15828	20856
36055	205
69593	11100
34323	514
52086	10835
34323	8164
61683	5426
100409	27033
41376	51152
180959	26289
91070	22218
204573	210
48208	14828
39802	12818
80552	29816
186394	78297
5067	22366
46901	30863
217270	15193
25110	5918
60486	47
15275	17415
88331	5744
213346	1222
55358	30828
34460	1271
81288	19669
78151	103535
21282	33001
211609	21455
15602	12053
140534	15456
39968	51152
53706	23379
34323	12049
45533	9108
17476	5612
87874	6856
17238	9209
66456	577
4403	145830
21380	14990
249013	23468
57014	349
88331	13929
55222	42
93379	98472
8388	554
142669	68935
61060	31949
106855	19644
11947	13394
2637	7680
59931	20
126257	1760748
93647	49075
14965	564
28946	39230
219658	17777
78275	13447
216787	49484
27483	132346
752	1654176
59179	1071
38074	20006
145413	31748
181455	24002
15275	744
21452	35085
27483	19393
1317	12617
47505	66081
234704	146020
77887	39120
34592	70790
4683	1492
37210	1177
12542	726679
6709	808
1416	8959
17238	9209
130681	49484
18568	6120
20714	19518
20640	1163
81824	7670
11571	7069
91070	22218
37676	20500
34323	13682
75708	15351
60893	5004
59638	164722
77887	75955
32744	51231
52970	175904
43905	17795
68155	12458
188400	19178
38074	6120
102	1376
59612	11100
90814	22424
79142	6293
26055	14914
107580	12053
20018	1163
29575	17494
6083	1086
7648	22424
47699	27720
58856	13630
81824	1271
258400	49727
40661	1490
43861	147002
59283	33260
29958	7677
8013	561
265904	140749
34323	4829
48276	1598475
97287	6313
45720	29594
1106	4156
41557	15015
90814	22424
4154	110941
239013	2623
33862	31853
240799	144058
56139	86250
2709	112711
15992	121264
84851	28841
20423	18071
17874	6861
12991	925
53930	12818
2228	885559
45808	337
230376	19837
173878	608
53938	42655
10503	9305
35270	2593
18179	147002
31251	28369
247092	9707
109481	38920
39619	8224
107530	3372
54251	25146
62274	7796
34872	52287
556	1407
72667	10604
96231	32770
93379	6224
148377	1316
97107	655
241131	564
60486	3184
3517	549
202050	1118
237785	17228
8388	773
39105	19433
15495	9495
48044	1002
97363	21661
33862	21841
239013	14494
6998	124164
53706	4156
50730	386324
178106	10635
28938	171348
36138	57404
148897	40088
72800	15550
26055	2540
45720	25791
50503	129237
48083	133203
204208	3235
57014	1216
49029	139117
50713	39242
47505	11934
2874	5614
34323	18167
15247	114619
133970	10824
151351	111069
47572	16671
188400	4612
51445	64971
17023	681
77823	5939
21380	81579
151828	7521
201683	5222
148605	1108
59959	5222
59867	9953
15598	143883
41751	15314
27935	12232
8952	39242
47542	189
32744	7723
10962	7723
42937	31027
188400	12906
2448	11114
54405	41096
13895	3184
25624	8334
221886	76901
36055	205
222359	139866
24873	15341
217394	30863
53109	5918
47505	5874
92202	22463
184856	45847
11947	12862
22719	985
233025	15529
133970	61274
230811	111069
22601	6790
45533	27966
106855	4156
80552	241410
74134	25353
24794	13341
49391	1554
44581	14188
33862	44495
39105	102886
230811	4461
64748	49340
52230	33846
98756	5622
4241	42705
67859	1050
31163	13459
1042	204
35819	476
52589	22366
43127	12833
87167	10777
91102	13391
133970	41096
17374	13245
179607	28675
58686	1329
239426	25146
37676	980
124076	16953
97744	205
145611	899
75708	6222
1296	52205
62736	39261
27367	14855
31083	85008
69093	1492
34625	42706
125639	45831
32021	1283376
40536	22366
39836	23119
82732	23055
49812	36707
30476	7557
250753	404
82113	189
26583	172
224175	278
28938	40144
104634	1001525
49812	5779
48637	176425
209734	37641
235830	37273
2637	925
59179	17465
134677	1379
96231	11252
52312	4821
19732	12252
2637	16126
104634	30381
51971	578
38272	53848
53545	132016
71312	52878
6083	13630
27483	132346
108636	7723
146757	49111
91568	13589
90814	76581
59638	164722
48133	114619
51957	435580
34460	21455
43127	9250
54405	41096
57581	57918
8388	26207
47328	16195
230969	31973
29211	13897
198662	13740
130314	9707
42406	15071
97287	74668
25110	13047
25152	4848
28310	29405
1537	23187
133970	15085
258400	49727
207123	70160
51445	64971
125639	45831
3793	8228
41557	20622
6318	6023
69093	4556
189342	11902
53545	7297
74134	1220
48550	12009
188400	12906
71211	29422
83311	143225
32208	393798
12194	39242
21380	7535
16170	37842
53203	1192
21501	9953
176753	114
265904	140749
36865	20836
48161	13904
256434	54085
14506	34596
15247	555
51957	435580
132803	4156
182169	31875
58020	6293
59796	10799
17730	20
20423	12119
227258	20383
33560	6856
49774	6251
229361	15529
34323	4318
80503	4156
3125	20553
5067	147002
103741	424
9595	675
49702	15541
116062	1220
6083	12735
62935	578
19066	11682
25321	15087
55150	11990
24672	35085
148897	177
230805	13015
21501	422
31106	4448
132611	704396
211609	1225401
91070	316
61109	6293
37676	713
72909	46736
73518	19782
4241	771
69093	7723
52563	19359
105100	42706
88105	14924
125665	26194
35434	4156
50152	4549
25321	938
64130	837
184856	1760748
53708	23124
139525	1177
59456	27720
6998	998
198227	1760748
22938	700
193073	7913
171559	44441
38272	10965
149548	4640
46145	31047
120193	16220
32880	11681
62189	177
287	65011
40736	17710
250505	44899
122968	23313
25041	8228
31971	29483
29177	39242
70839	560405
1834	5455
150863	122072
14046	25562
51914	899
24506	575
24915	11681
71211	35833
29320	19879
51939	11934
2538	144620
20423	349
199925	4839
39619	102886
3517	885559
96032	13463
144261	181750
149253	34743
44792	13924
72170	1156
49522	2666
48639	23119
147677	11112
1834	3284
129977	6380
104705	12215
22335	15323
59931	10835
50503	22218
216812	11137
61109	1031
25321	4156
59740	4821
31971	2666
14119	6224
61583	946
145413	7234
109481	166334
250753	681
147338	45393
55358	25960
22239	4920
68370	82441
86038	1155
28357	11655
43577	11637
156694	8133
264033	21660
48208	14197
59284	4734
19335	8046
1581	8025
133970	1995366
263418	38353
21380	10604
37037	12508
30526	16671
17566	20489
53706	16119
570	1372
51445	64971
128912	1492
224175	7913
56139	17316
204208	6635
22495	239
50267	232087
28102	14355
31163	33826
130957	1065
72667	23917
62068	16350
223170	14713
250033	34133
21380	13212
22531	9156
51445	3524
91070	35085
88489	12991
59796	13146
178972	16254
224175	7913
91774	21558
58900	17465
60211	543
2637	7680
28031	13174
103726	32869
28880	30926
2605	9262
105848	390
78099	24535
78137	1109
135368	54044
247092	44353
147338	45393
88716	74896
5663	974
44555	466
4646	41961
56620	17955
73138	423
83935	45393
201445	30444
24973	85776
80552	143888
22658	1430
34323	8164
107963	4608
41694	25708
24506	68829
21389	32220
75708	36462
86821	78422
25587	17741
56608	1065
86647	6313
14506	25864
14455	3278
58063	23209
34460	1223
20640	564
97426	1163
59283	26570
24915	555
200187	9821
62189	12700
17533	5918
197936	1268
73449	136905
115882	13145
115260	47247
40422	31112
73726	21324
4407	17282
55098	69521
27483	132346
88716	97287
186067	17171
73138	43795
104	25597
59283	18170
16535	985
54289	24154
83935	57328
120838	11802
38456	7999
54251	21455
58856	57404
248030	29705
14945	1105
6764	9170
11571	16816
225770	654
262559	11178
22259	10604
68798	9498
2637	102886
216629	32374
11067	723
13450	105699
24915	9150
230811	1220
31106	26797
69093	1492
25321	13812
38701	476
18406	3235
159682	1283376
22239	4920
13298	136990
39279	1163
76657	149512
2228	22876
21380	57674
30955	74896
145340	14064
55312	43192
21380	784
53489	13231
20423	15139
4407	20250
93634	4918
79486	1158
44236	11856
91774	7792
222298	21324
40422	1394
27483	11173
48083	133203
211794	11362
74134	57268
207123	102017
73774	32783
1338	1441
17435	23209
19066	15146
255611	21660
83935	57328
11908	39242
47596	4556
30961	51304
219658	15577
17982	13812
29099	1598475
50503	19336
210809	1211
139525	19954
13999	12927
53203	6079
25110	278
83935	57328
238676	12700
99922	78624
248686	10604
23999	721
252332	21455
121056	6906
1775	19768
22829	12719
1363	23119
11206	17871
59796	5575
84851	648
40407	51152
58900	15862
25041	4556
36259	4156
59867	47
38272	31117
132611	10057
55238	4310
34710	12508
170	4403
18406	12641
155760	19674
104	25597
181505	11193
91513	22268
48997	46
26015	9962
247092	6352
31064	1091
69903	14494
233597	15261
18345	42705
134	404
250094	925
45534	356
24074	9464
258400	49727
18885	9615
17516	14435
181644	11902
20423	1075
12194	371
78325	10786
224242	1930899
57014	7852
17238	362400
13799	9707
69093	507
91070	35085
224544	17697
23487	148156
13463	23187
107013	12735
20092	7455
8108	23313
53523	14327
230805	54044
28357	585
38456	4156
34323	18167
69903	50167
92532	46
59867	39242
30526	18176
32021	18222
183760	81816
59796	5575
12542	5574
30685	899
73449	46
20714	7913
99922	78624
86519	72714
91070	35085
91568	11372
45720	14714
142268	8046
27184	43052
570	26797
51445	64971
69614	29910
31898	37273
49255	22722
23687	3412
45720	243
89570	16148
1112	73304
6998	6602
51445	64971
54561	830
125942	12764
28880	29164
45720	18191
14249	33444
24518	12964
20714	21395
89032	482
38058	17795
29301	13424
87042	3521
11418	2626
2949	27311
147899	16055
225202	118190
59796	12496
748	3184
39109	609
29320	11930
81288	1177
14945	1063
65166	13812
237695	24640
79452	13406
184856	12621
43127	11655
4154	110941
16474	163313
48224	6305
205245	21661
38363	14730
52025	121606
47542	1016
51957	435580
2856	1945122
86038	11764
26197	764
53706	23379
109481	10282
9769	751
186067	12231
145611	899
66148	1376
25587	9934
18885	9615
17620	804
8952	39242
50503	22218
48550	11485
148897	13308
265904	382
132803	4156
184931	26256
74134	1220
17454	13391
20423	21545
128545	66370
850	12090
107530	6510
129680	721
46901	15506
92611	119218
256434	955
31163	13459
17238	422
75708	1483
12215	123278
7648	22424
106704	72267
48044	700
51957	435580
19732	726679
18345	16574
18345	42705
75708	12910
11075	18222
14783	971
253430	151381
36721	42728
47572	12793
115260	34219
39619	11355
44309	23209
38305	10897
48133	577
58900	139036
5159	15901
221167	172
249013	28004
26201	13145
64560	4156
47463	284
45720	32783
91070	22218
1878	476
54405	41096
54395	954
39802	12818
51957	435580
91070	35085
115882	168672
57014	591
55198	7633
22335	7913
210809	70790
28202	5744
180959	124493
78151	22218
43127	4931
49807	1035
86698	1040758
83069	3521
119217	31671
81824	13101
149253	1109
29211	68935
75858	812
44792	13690
3793	13687
38456	7999
117135	122882
133970	11622
216811	42059
168813	74668
55238	7776
37459	20592
57981	56577
52962	332
20423	11134
147899	19182
147677	17085
48637	131255
93634	1268
96969	12222
71236	65011
59959	5222
93386	11846
25321	35522
59867	4472
25587	7633
7067	10824
90814	22424
49783	7519
14860	13630
181644	13227
164530	111069
205245	5892
36377	16297
34323	8164
181644	13227
4154	140479
181505	15176
59283	980
144561	27833
97363	4954
49029	139117
50713	75007
179607	54011
150934	20614
96032	13927
6998	18194
28102	14355
8952	39242
91070	35085
33450	13176
17874	21387
120193	27102
36055	494
73961	168590
77887	39120
43577	723
51957	64674
167485	189
208163	13624
61724	45896
96231	1282
16535	142572
31943	17626
126257	424
66463	21661
14783	11902
59283	29937
131041	69141
6344	948
2637	7680
51957	64674
76791	11622
15414	15341
60062	381
242207	5939
201672	656
133970	14889
210809	5054
56533	5918
49381	14327
22896	78297
265904	140749
137249	47236
49297	473
26015	38689
29921	1070
193079	140386
6267	14923
748	10965
59284	38916
112676	713
55358	9611
27483	9870
266532	22768
86519	72714
1193	20779
98568	10543
57981	9150
91070	35085
33575	14487
136450	890
40536	564
8285	14669
4167	45403
66871	98702
82252	51231
50423	851
149874	792
242978	9684
133970	41096
225642	31813
157966	24262
211794	22614
14716	26797
241131	564
106704	25753
198847	18005
128124	447
68798	29101
217394	43480
63433	39242
82582	39261
14860	837
195669	21070
200187	13921
45619	4797
84552	13394
49381	12464
27483	132346
39836	172
68798	4941
74134	410
132572	19782
201445	24164
36138	31314
51957	435580
16447	7796
58856	18253
72909	22366
23264	10784
31106	26797
33085	17026
136348	68216
151828	192063
39836	61274
34119	1225
96231	381
227401	75985
21380	31167
50152	11100
52992	25701
104627	11660
48083	28959
11947	1760748
215988	278
19327	654
21442	39120
43127	13589
147677	18014
42676	12307
92420	4843
69093	1492
238517	11902
250505	114619
135690	5892
73976	12991
52025	38752
49177	11362
39836	1543
48637	12641
265965	51660
172212	4472
69093	7723
72800	110941
1174	177
59867	13263
90814	9727
18345	42705
78151	14582
5183	3227
34710	833
57581	25656
104627	7357
38456	7999
52589	81383
11571	733
84851	602
216811	10786
54389	13898
15263	21933
59369	20614
51939	6381
13999	24321
15275	12903
129977	17415
6243	502393
13383	13630
48651	85008
238993	37315
93034	4376
18568	6120
28102	389
17238	700
29211	111069
38272	2562
20192	8668
72800	38631
190	1119
199027	75007
69593	4889
154106	5918
32738	12049
22495	26353
14203	928
57014	6793
57437	14494
36881	16625
109481	39530
163156	13984
9911	575
48639	11884
21452	35085
87557	5899
98756	890
43577	8228
93379	42059
1664	64680
62935	2623
59283	16858
105569	8893
18345	15245
43127	41839
24672	1086
47991	1124
6344	172
55358	30828
141794	4556
462	2585
149253	13101
15263	14828
60257	37842
79452	29670
49029	139117
27882	26324
45720	1483
13173	471
14506	25864
32880	37983
88785	64971
61583	15597
39619	11681
25152	12037
26289	5639
149253	15176
96969	30907
213351	183876
30526	85302
181660	3281
56620	6881
43577	15071
24518	15430
56139	86250
252332	19178
87874	6856
68496	98639
21881	1492
38456	7999
67297	78
68496	5661
18406	12641
17730	34553
46494	44499
122031	34003
69836	82051
51939	7206
105313	14669
28946	824
256434	8510
73076	37053
149253	20779
2874	12621
67859	51152
61001	9170
173878	7202
208452	4429
48133	7095
21501	609
14455	83038
28202	24990
59931	11954
2358	16816
57981	16439
47859	8131
3793	49621
262811	21728
93386	5661
152794	13424
82146	1170409
49783	1031
80608	948
52086	27315
29087	9719
106855	726679
196173	51304
153818	1085
147899	16254
242978	173414
49805	1177
149874	16361
115882	10835
43136	1782104
7366	51231
133970	5606
43677	7796
49807	23313
24438	4731
254301	5054
86519	12134
57981	39375
191295	6148
222600	1376
90814	1481
2033	14327
149253	7319
107013	6352
158827	72267
51445	7874
132546	19808
144744	12231
6709	554
3125	1086
8952	39242
36058	1091
63433	39242
257	371
84851	12118
107580	16439
11418	845
48083	12495
25624	12458
1090	654
12246	19536
15602	17415
6709	31853
144266	10815
48637	1163
16474	15193
24360	128204
209553	11355
108636	1379
44889	4506
57473	20280
42283	5960
21380	349
201683	82254
26201	17689
135690	945
38456	7999
69593	11318
38407	602
5484	13904
14466	20614
79142	985
24074	13424
28761	78902
247092	14494
167485	408
36865	609
219658	17698
14783	106066
198603	27994
80605	11872
16474	11259
11206	9262
43410	22949
19762	1002
12611	4840
4407	39416
143004	726679
1317	34405
81824	12636
5159	2585
550	1063
37235	700
22896	15661
21380	1554
53489	53848
31106	13115
177501	1043
96231	11255
17874	5729
80552	695248
201683	17085
42676	1177
45534	4640
45720	32783
20537	1282
18345	42705
17516	12906
29745	1220
24506	1086
15602	744
87557	6251
6993	147002
241124	9945
52856	16020
36514	948
43577	194112
78645	23026
21496	15061
51914	20433
21380	131291
27483	132346
22461	30415
28946	29670
8388	102886
32341	11872
144261	181750
9320	3224
226771	25365
80552	29816
